Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint rightAnkle,[1582.94812323  569.90281081]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint nose,[474.25474136 611.06526807]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint leftEye,[452.02362521 635.99131226]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint rightEye,[452.92276457 585.03594538]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint leftEar,[478.12899536 671.23064301]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint rightEar,[481.7097796  552.59349057]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint leftShoulder,[622.57441078 721.93700618]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint rightShoulder,[620.96129759 501.54661874]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint leftElbow,[831.20482763 783.82904209]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint rightElbow,[819.40490882 402.37131174]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_049.jpg,Pose #0,Keypoint leftWrist,[999.21710227 857.7382063 ]
